A;B;lat;long;id;date;category;location;mode;price;antigüedad;area Costruida;area privada;valor arriendo;valor administracion;parqueaderos;Habitaciones;baños;estrato
92;22;62.345.066;-7.559.141;2364-D15353;22/09/2021;Casa;Malibu;Arriendo;$ 3.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida202 m²'; 'Área privada202 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños'; '5Estrato'
93;23;62.318.015;-7.559.345;2511-M3010782;23/08/2021;Casa;Belen;Arriendo;$ 4.700.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$4.700.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños';" '4Estrato']"""
94;23;6.213.292;-7.559.471;11394-A1665;19/06/2021;Casa;Laureles;Arriendo;$ 4.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$4.500.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
95;23;61.999.574;-75.556.274;11671-M2760190;24/07/2021;Casa;EL POBLADO;Arriendo;$ 8.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$8.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
96;23;6.283.092;-75.598.656;11395-a760;22/09/2021;Casa;Robledo;Arriendo;$ 790.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida63 m²'; 'Área privada63 m²'; 'Valor arriendo$790.000';;; '3Habitaciones'; '1Baños'; '3Estrato'
97;24;62.592;-755.613;4673-M2856065;19/06/2021;Casa;Prado;Arriendo;$ 4.500.000; 'AntigüedadMás de 20 años'; 'Área construida510 m²'; 'Área privada450 m²'; 'Valor arriendo$4.500.000';; 'Parqueaderos1'; '5Habitaciones'; '5Baños';" '4Estrato']"""
98;24;61.851.554;-7.554.608;687-M2387717;24/07/2021;Casa;EL POBLADO LAS PALMAS;Arriendo;$ 13.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida450 m²'; 'Área privada450 m²'; 'Valor arriendo$13.000.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '5Estrato']"""
99;24;6.238.268;-75.587.265;11394-A1429;23/08/2021;Casa;Malibu;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida165 m²'; 'Área privada165 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
100;24;623.859;-7.555.524;11166-M3060627;22/09/2021;Casa;Buenos Aires;Arriendo;$ 1.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$1.500.000';;; '5Habitaciones'; '3Baños'; '3Estrato'
101;25;6.240.463;-7.554.542;11049-M2871801;23/08/2021;Casa;Altos Del Poblado;Arriendo;$ 10.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida700 m²'; 'Área privada700 m²'; 'Valor arriendo$10.500.000'; 'Valor administración$7.500.000'; 'Parqueaderos1'; '4Habitaciones'; '5Baños';" '6Estrato']"""
102;25;6.242.795;-7.560.701;82-M2277834;24/07/2021;Casa;LAURELES;Arriendo;$ 4.300.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida376 m²'; 'Área privada376 m²'; 'Valor arriendo$4.300.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '5Estrato']"""
103;25;625.269;-7.559.452;4673-M2876645;19/06/2021;Casa;Velodromo;Arriendo;$ 4.700.000; 'AntigüedadMás de 20 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$4.700.000';; 'Parqueaderos2'; '5Habitaciones'; '5Baños';" '7Estrato']"""
104;25;62.551;-7.558.474;11166-M3040458;22/09/2021;Casa;Suramericana;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$3.500.000';;; '5Habitaciones'; '5Baños'; '5Estrato'
105;26;62.430.134;-75.605;727-M2378281;24/07/2021;Casa;y Arriendo, LAURELES LA CASTELLANA;Venta y Arriendo;$ 850.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos3'; '5Habitaciones'; '5Baños';" '5Estrato']"""
106;26;630.758;-7.557.186;11395-M2900126;19/06/2021;Casa;Santander;Arriendo;$ 900.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida75 m²'; 'Área privada75 m²'; 'Valor arriendo$900.000';;; '3Habitaciones'; '2Baños';" '3Estrato']"""
107;26;628.158;-755.875;11395-M2856035;23/08/2021;Casa;Robledo;Arriendo;$ 820.000; 'AntigüedadMás de 20 años'; 'Área construida80 m²'; 'Área privada80 m²'; 'Valor arriendo$820.000';;; '3Habitaciones'; '2Baños';" '2Estrato']"""
108;26;6.240.234;-7.559.242;497-13381;22/09/2021;Casa;LAURELES;Arriendo;$ 1.700.000; 'AntigüedadMás de 20 años'; 'Área construida100 m²'; 'Área privada100 m²'; 'Valor arriendo$1.700.000';;; '3Habitaciones'; '2Baños'; '5Estrato'
109;27;61.985.536;-75.558.266;12647-M2854627;19/06/2021;Casa;EL POBLADO EL TESORO;Arriendo;$ 7.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida450 m²'; 'Área privada450 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos1'; '5Habitaciones'; '5Baños';" '6Estrato']"""
110;27;623.695;-7.559.102;4673-M3006954;23/08/2021;Casa;Malibu;Arriendo;$ 3.200.000; 'AntigüedadMás de 20 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$3.200.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
111;27;62.413.254;-75.588.844;727-M2898752;24/07/2021;Casa;Conquistadores;Arriendo;$ 6.700.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida290 m²'; 'Área privada290 m²'; 'Valor arriendo$6.700.000';;; '5Habitaciones'; '4Baños';" '5Estrato']"""
112;27;61.962.433;-75.568.344;737-7298;22/09/2021;Casa;EL POBLADO;Arriendo;$ 7.350.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida42129 m²'; 'Área privada42129 m²'; 'Valor arriendo$7.350.000';; 'Parqueaderos3'; '4Habitaciones'; '4Baños'; '6Estrato'
113;28;62.411.675;-7.560.385;11049-M2892950;19/06/2021;Casa;La Castellana;Arriendo;$ 2.700.000; 'AntigüedadMás de 20 años'; 'Área construida220 m²'; 'Área privada220 m²'; 'Valor arriendo$2.700.000';; 'Parqueaderos1'; '5Habitaciones'; '5Baños';" '5Estrato']"""
114;28;62.414.403;-7.559.788;2511-701;24/07/2021;Casa;La Castellana;Arriendo;$ 3.800.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida260 m²'; 'Área privada260 m²'; 'Valor arriendo$3.800.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '5Estrato']"""
115;28;623.566;-7.559.101;11166-M2908009;23/08/2021;Casa;Rosales;Arriendo;$ 1.800.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida130 m²'; 'Área privada130 m²'; 'Valor arriendo$1.800.000';;; '4Habitaciones'; '2Baños';" '5Estrato']"""
116;28;6.192.885;;10842-M2821044;22/09/2021;Casa;EL POBLADO EL TESORO;Arriendo;$ 6.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida320 m²'; 'Área privada320 m²'; 'Valor arriendo$6.500.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños'; '6Estrato'
117;29;6.215.208;-7.556.294;2264-42441;19/06/2021;Casa;LAS LOMAS;Arriendo;$ 10.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida600 m²'; 'Área privada848 m²'; 'Valor arriendo$10.000.000';;; '1Habitaciones'; '4Baños';" '6Estrato']"""
118;29;621.245;-7.556.936;687-M2558138;23/08/2021;Casa;EL POBLADO;Arriendo;$ 5.200.000; 'AntigüedadMás de 20 años'; 'Área construida140 m²'; 'Área privada140 m²'; 'Valor arriendo$5.200.000';;; '5Habitaciones'; '2Baños';" '4Estrato']"""
119;29;62.486.677;-75.616.165;2895-1392326;24/07/2021;Casa;SANTA MONICA;Arriendo;$ 1.400.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida78 m²'; 'Área privada78 m²'; 'Valor arriendo$1.400.000';;; '3Habitaciones'; '2Baños';" '4Estrato']"""
120;29;6.236.822;-7.559.873;4660-10004085;22/09/2021;Casa;BELEN MIRAVALLE;Arriendo;$ 1.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida100 m²'; 'Área privada0 m²'; 'Valor arriendo$1.800.000';;; '3Habitaciones'; '2Baños'; '4Estrato'
121;30;6.214.718;-75.553.986;687-M2542451;19/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 3.000.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida783 m²'; 'Área privada783 m²'; 'Valor arriendo$15.300.000'; 'Valor administración$620.000'; 'Parqueaderos4'; '3Habitaciones'; '5Baños';" '6Estrato']"""
122;30;6.176.689;-7.556.656;687-M2578428;24/07/2021;Casa;EL POBLADO;Arriendo;$ 3.900.000; 'AntigüedadMás de 20 años'; 'Área construida260 m²'; 'Área privada260 m²'; 'Valor arriendo$3.900.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
123;30;6.247.148;;525-3577036;23/08/2021;Casa;Laureles;Arriendo;$ 4.550.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida140 m²'; 'Área privada140 m²'; 'Valor arriendo$4.550.000';;; '4Habitaciones'; '2Baños';" '5Estrato']"""
124;30;622.515;;11166-M3033366;22/09/2021;Casa;Bela©N San Bernardo;Arriendo;$ 1.550.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida80 m²'; 'Área privada80 m²'; 'Valor arriendo$1.550.000';;; '3Habitaciones'; '2Baños'; '4Estrato'
125;31;6.184.615;-7.556.433;687-M2497014;23/08/2021;Casa;EL POBLADO;Arriendo;$ 16.600.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida450 m²'; 'Área privada450 m²'; 'Valor arriendo$16.600.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
126;31;61.852.283;-7.556.479;2895-1544618;19/06/2021;Casa;SAN LUCAS;Arriendo;$ 8.800.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$8.800.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
127;31;62.361.813;-7.559.917;82-M1933039;24/07/2021;Casa;EL NOGAL;Arriendo;$ 10.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida500 m²'; 'Área privada500 m²'; 'Valor arriendo$10.000.000';; 'Parqueaderos1'; '5Habitaciones'; '5Baños';" '5Estrato']"""
128;31;617.868;;5136-M2892299;22/09/2021;Casa;Poblado;Arriendo;$ 9.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$9.500.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños'; '6Estrato'
129;32;62.475.123;-7.561.256;575-M2857633;19/06/2021;Casa;SANTA MONICA;Arriendo;$ 2.000.000; 'AntigüedadMás de 20 años'; 'Área construida100 m²'; 'Área privada100 m²'; 'Valor arriendo$2.000.000';; 'Parqueaderos1'; '4Habitaciones'; '2Baños';" '4Estrato']"""
130;32;624.732;;11166-M2915104;23/08/2021;Casa;Santa Monica;Arriendo;$ 2.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida280 m²'; 'Área privada280 m²'; 'Valor arriendo$2.500.000';; 'Parqueaderos1'; '4Habitaciones'; '4Baños';" '5Estrato']"""
131;32;6.214.231;-7.557.029;2895-M2202576;24/07/2021;Casa;EL POBLADO;Arriendo;$ 5.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida171 m²'; 'Área privada171 m²'; 'Valor arriendo$5.500.000';;; '4Habitaciones'; '3Baños';" '5Estrato']"""
132;32;62.796.035;-7.556.052;2895-1252035;22/09/2021;Casa;ARANJUEZ;Arriendo;$ 1.200.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$1.200.000';;; '4Habitaciones'; '1Baños'; '3Estrato'
133;33;61.881.137;-7.555.567;687-M2716781;24/07/2021;Casa;EL POBLADO;Arriendo;$ 8.900.000; 'AntigüedadMás de 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$8.900.000';; 'Parqueaderos2'; '3Habitaciones'; '3Baños';" '6Estrato']"""
134;33;62.664.523;-7.559.989;2364-D14611;23/08/2021;Casa;Calasanz;Arriendo;$ 3.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$3.000.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '5Estrato']"""
135;33;6.152.591;-7.557.275;11705-3664930;19/06/2021;Casa;Poblado;Arriendo;$ 12.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$12.000.000';;" '3Parqueaderos']"""; '4Habitaciones'; '5Baños';
136;33;630.358;-7.556.996;11166-M3061798;22/09/2021;Casa;Pedregal;Arriendo;$ 650.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida69 m²'; 'Área privada69 m²'; 'Valor arriendo$650.000';;; '2Habitaciones'; '1Baños'; '3Estrato'
137;34;61.997.743;;687-1145970;19/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 880.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$5.000.000';; 'Parqueaderos2'; '4Habitaciones'; '5Baños';" '6Estrato']"""
138;34;6.238.305;-755.873;2895-1287753;24/07/2021;Casa;ROSALES;Arriendo;$ 3.700.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida190 m²'; 'Área privada190 m²'; 'Valor arriendo$3.700.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '4Estrato']"""
139;34;61.799.564;-7.556.169;10842-M3012415;23/08/2021;Casa;EL POBLADO SAN LUCAS;Arriendo;$ 14.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida333 m²'; 'Área privada333 m²'; 'Valor arriendo$14.000.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
140;34;62.334;-7.559.493;11166-M3058889;22/09/2021;Casa;Rosales;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$3.500.000';;; '5Habitaciones'; '3Baños'; '4Estrato'
141;35;624.764;-7.556.582;11392-M3001721;24/07/2021;Casa;El Diamante;Arriendo;$ 1.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida128 m²'; 'Área privada128 m²'; 'Valor arriendo$1.000.000';; 'Parqueaderos1'; '4Habitaciones'; '2Baños';" '2Estrato']"""
142;35;6.239.367;-75.593.994;11394-A1426;19/06/2021;Casa;Laureles;Arriendo;$ 7.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida400 m²'; 'Área privada400 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos1'; '1Habitaciones'; '4Baños';" '5Estrato']"""
143;35;62.106.595;-7.557.531;2264-40747;23/08/2021;Casa;PATIO BONITO;Arriendo;$ 3.600.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$3.600.000';;" '0Parqueaderos']"""; '1Habitaciones'; '4Baños';
144;35;6.237.911;-756.091;2264-43818;22/09/2021;Casa;LA CASTELLANA;Arriendo;$ 1.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida107 m²'; 'Área privada107 m²'; 'Valor arriendo$1.800.000'; 'Valor administración$30.000';; '3Habitaciones'; '2Baños'; '5Estrato'
145;36;6.208.528;-7.554.954;10842-16;19/06/2021;Casa;y Arriendo, Cola Del Zorro;Venta y Arriendo;$ 2.050.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida600 m²'; 'Área privada600 m²'; 'Valor arriendo$8.500.000'; 'Valor administración$780.000'; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
146;36;6.246.533;.;12257-M2871294;24/07/2021;Casa;Simon Bolivar;Arriendo;$ 3.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida220 m²'; 'Área privada220 m²'; 'Valor arriendo$3.000.000';;; '4Habitaciones'; '3Baños';" '5Estrato']"""
147;36;62.082.133;-7.556.726;525-3659425;23/08/2021;Casa;El Poblado;Arriendo;$ 7.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida240 m²'; 'Área privada240 m²'; 'Valor arriendo$7.500.000';;; '3Habitaciones'; '2Baños';" '5Estrato']"""
148;36;6.211.662;-7.555.187;687-M2385774;22/09/2021;Casa;EL POBLADO;Arriendo;$ 6.800.000; 'AntigüedadMás de 20 años'; 'Área construida290 m²'; 'Área privada290 m²'; 'Valor arriendo$6.800.000';; 'Parqueaderos3'; '5Habitaciones'; '4Baños'; '5Estrato'
149;37;62.012.987;-7.556.569;687-M2166387;24/07/2021;Casa;y Arriendo, Poblado;Venta y Arriendo;$ 1.000.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida276 m²'; 'Área privada276 m²'; 'Valor arriendo$4.700.000'; 'Valor administración$620.000'; 'Parqueaderos4'; '4Habitaciones'; '3Baños';" '6Estrato']"""
150;37;624.727;-75.603.584;2511-M2063558;19/06/2021;Casa;SIMON BOLIVAR;Arriendo;$ 4.300.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$4.300.000';; 'Parqueaderos2'; '5Habitaciones'; '4Baños';" '5Estrato']"""
151;37;62.063.394;;687-M2512505;23/08/2021;Casa;EL POBLADO;Arriendo;$ 6.300.000; 'AntigüedadMás de 20 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$6.300.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
152;37;624.764;-7.556.582;11392-M3065425;22/09/2021;Casa;Los Colores;Arriendo;$ 5.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida270 m²'; 'Área privada270 m²'; 'Valor arriendo$5.000.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños'; '5Estrato'
153;38;6.249.761;-7.560.191;5076-209144;24/07/2021;Casa;La America;Arriendo;$ 3.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida280 m²'; 'Área privada280 m²'; 'Valor arriendo$3.800.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
154;38;61.851.554;-7.554.608;687-M2387717;19/06/2021;Casa;EL POBLADO LAS PALMAS;Arriendo;$ 13.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida450 m²'; 'Área privada450 m²'; 'Valor arriendo$13.000.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '5Estrato']"""
155;38;624.032;-755.883;3221-8780;23/08/2021;Casa;Bolivariana;Arriendo;$ 5.600.000; 'AntigüedadRemodelado'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$5.600.000';;; '3Habitaciones'; '3Baños';" '5Estrato']"""
156;38;61.929.893;-7.558.273;10842-M2515628;22/09/2021;Casa;Poblado;Arriendo;$ 8.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$8.000.000';; 'Parqueaderos2'; '3Habitaciones'; '3Baños'; '5Estrato'
157;39;61.903.706;-7.558.146;687-M2558299;19/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 2.000.000.000; 'AntigüedadMás de 20 años'; 'Área construida360 m²'; 'Área privada360 m²'; 'Valor arriendo$14.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
158;39;62.312.484;-7.560.448;82-M2062212;23/08/2021;Casa;BELEN;Arriendo;$ 4.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida150 m²'; 'Área privada150 m²'; 'Valor arriendo$4.000.000';; 'Parqueaderos1'; '5Habitaciones'; '2Baños';" '5Estrato']"""
159;39;6.237.911;-756.091;2264-43818;24/07/2021;Casa;LA CASTELLANA;Arriendo;$ 1.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida107 m²'; 'Área privada107 m²'; 'Valor arriendo$1.800.000'; 'Valor administración$30.000';; '3Habitaciones'; '2Baños';" '5Estrato']"""
160;39;62.139.707;-7.557.298;737-7122;22/09/2021;Casa;Manila;Arriendo;$ 4.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida208 m²'; 'Área privada208 m²'; 'Valor arriendo$4.000.000';; 'Parqueaderos1'; '5Habitaciones'; '5Baños'; '4Estrato'
161;40;6.201.524;-75.572.174;687-M1498827;24/07/2021;Casa;y Arriendo, Poblado;Venta y Arriendo;$ 960.000.000; 'AntigüedadMás de 20 años'; 'Área construida240 m²'; 'Área privada240 m²'; 'Valor arriendo$8.200.000'; 'Valor administración$800.000'; 'Parqueaderos4'; '4Habitaciones'; '4Baños';" '6Estrato']"""
162;40;626.739;;11166-M2870281;23/08/2021;Casa;Laureles;Arriendo;$ 7.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos1'; '5Habitaciones'; '2Baños';" '5Estrato']"""
163;40;624.764;-7.556.582;11392-M2898589;19/06/2021;Casa;Santa Lucia;Arriendo;$ 1.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida65 m²'; 'Área privada65 m²'; 'Valor arriendo$1.000.000';;; '3Habitaciones'; '1Baños';" '3Estrato']"""
164;40;62.439.322;-75.601.105;12255-M2853295;22/09/2021;Casa;LAURELES;Arriendo;$ 5.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida400 m²'; 'Área privada400 m²'; 'Valor arriendo$5.500.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños'; '5Estrato'
165;41;62.345.066;-7.559.141;2364-D15353;24/07/2021;Casa;Malibu;Arriendo;$ 3.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida202 m²'; 'Área privada202 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
166;41;62.345.066;-7.559.141;2364-D15353;23/08/2021;Casa;Malibu;Arriendo;$ 3.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida202 m²'; 'Área privada202 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
167;41;6.192.103;-755.574;687-M2061726;19/06/2021;Casa;EL POBLADO EL TESORO;Arriendo;$ 5.700.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida225 m²'; 'Área privada225 m²'; 'Valor arriendo$5.700.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
168;41;625.438;-7.556.057;4673-M3000252;22/09/2021;Casa;Prado;Arriendo;$ 6.000.000; 'AntigüedadMás de 20 años'; 'Área construida335 m²'; 'Área privada335 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos1'; '1Habitaciones'; '1Baños'; '7Estrato'
169;42;62.142.816;-7.557.148;737-7122;23/08/2021;Casa;Manila;Arriendo;$ 4.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida208 m²'; 'Área privada208 m²'; 'Valor arriendo$4.000.000';; 'Parqueaderos1'; '5Habitaciones'; '5Baños';" '4Estrato']"""
170;42;62.690.034;-75.549.065;11394-A1333;24/07/2021;Casa;Laureles;Arriendo;$ 4.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$4.000.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '5Estrato']"""
171;42;628.158;-755.875;11395-M2856035;19/06/2021;Casa;Robledo;Arriendo;$ 820.000; 'AntigüedadMás de 20 años'; 'Área construida80 m²'; 'Área privada80 m²'; 'Valor arriendo$820.000';;; '3Habitaciones'; '2Baños';" '2Estrato']"""
172;42;6.240.628;-75.607.994;3267-12544;22/09/2021;Casa;La Castellana;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida190 m²'; 'Área privada190 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '5Habitaciones'; '2Baños'; 'nullEstrato'
173;43;6.192.355;-7.558.072;687-M2689893;23/08/2021;Casa;El Poblado;Arriendo;$ 7.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida420 m²'; 'Área privada420 m²'; 'Valor arriendo$7.500.000';; 'Parqueaderos4'; '5Habitaciones'; '4Baños';" '6Estrato']"""
